Title,Address,City,Price,Bedroom,Bathroom,Floors,Parking,Area,Road,Road Width,Road Type,Amenities,Face
"Brand New Bungalow. : House For Sale In Sanobharyang, Kathmandu","army medical college, Sanobharyang, Kathmandu",Kathmandu,40000000,6,6,2.5,1,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well', 'Internet', 'Parking', 'Store Room']",South
"Total 11 Room : House For Sale In Basundhara, Kathmandu","Basundhara, Kathmandu, Basundhara, Kathmandu",Kathmandu,37000000,6,6,2,1,5 Aana,13 Feet,13 Feet,,"['Parking', 'Drainage', 'Water Tank']",East
"House For Sale In Gothatar, Kathmandu","Gothatar, Gothatar, Kathmandu",Kathmandu,36000000,6,4,2,0,6.4 Aana,20 Feet / Gravelled,20 Feet , Gravelled,[],South
"House For Sale In Baluwatar, Kathmandu","Near PM Quarter, Baluwatar, Kathmandu",Kathmandu,33500000,6,4,3,1,5 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South East
"Banasthali Home On Sale : House For Sale In Banasthali, Kathmandu","Banasthali, Banasthali, Kathmandu",Kathmandu,25000000,6,5,3.5,1,4 Aana,16 Feet / Gravelled,16 Feet , Gravelled,"['Garage', 'Backyard', 'Balcony', 'Garden', 'Microwave', 'Water Supply', 'Modular Kitchen', 'Water Well', 'Water Tank', 'Solar Water']",West
"House For Sale In Kadaghari, Kathmandu","Birendra Chowk, Kadaghari, Kathmandu",Kathmandu,22500000,6,5,3,0,4 Aana,16 Feet / Blacktopped,16 Feet , Blacktopped,[],South
"Kamaldi Land Sale : Land For Sale In Kamaladi, Kathmandu","Kamaladi, Kamaladi, Kathmandu",Kathmandu,22000000,6,5,3,0,6.01 Aana,30 Feet / Blacktopped,30 Feet , Blacktopped,[],South
"Small Family Home Bhngal Mandikatar : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,18200000,6,4,3,5,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Garage'],East
"House For Sale In Tokha, Kathmandu","Near, Grandy, Tokha, Kathmandu",Kathmandu,14000000,6,4,3,0,4 Aana,12 Feet / Soil Stabilized,12 Feet , Soil Stabilized,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Kadaghari, Kathmandu","Force Park Bus Stop, Kadaghari, Kathmandu",Kathmandu,12500000,6,3,2,0,2.3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],East
"House For Sale In Tokha, Kathmandu","Mahadevtar, Tokha, Kathmandu",Kathmandu,60000000,7,5,3,3,9 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",North East
"House For Sale In Thapagaun, Kathmandu","Thapagaun, Thapagaun, Kathmandu",Kathmandu,49000000,7,8,3,0,4.2 Aana,12 Feet / Blacktopped,12 Feet , Blacktopped,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",North
"House For Sale In Baluwatar, Kathmandu","Baluwatar, Baluwatar, Kathmandu",Kathmandu,46000000,7,9,3,0,8 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Sukedhara, Kathmandu","Sukedhara Chowk, Sukedhara, Kathmandu",Kathmandu,42000000,7,4,2.5,0,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,[],South West
"House For Sale In Tinkune, Kathmandu","Subidhanagar, Tinkune, Kathmandu",Kathmandu,37500000,7,8,2,0,4.5 Aana,22 Feet / Blacktopped,22 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Parking']",West
"House For Sale In Hattigauda, Kathmandu","Hattigauda, Hattigauda, Kathmandu",Kathmandu,35000000,7,5,2.5,0,7 Aana,15 Feet / Gravelled,15 Feet , Gravelled,[],South
"Sukedhra Ektabasti House In Sell : House For Sale In Ekatabasti, Kathmandu","House, Ekatabasti, Kathmandu",Kathmandu,27500000,7,5,3,2,4.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,['Air Condition'],South
"House For Sale In Kapan, Kathmandu","Shiva Mandir, Kapan, Kathmandu",Kathmandu,24000000,7,4,3,4,4 Aana,16 Feet / Soil Stabilized,16 Feet , Soil Stabilized,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Budhanilkantha, Kathmandu","Bhangal, Sundarbasti, Budhanilkantha, Kathmandu",Kathmandu,17800000,7,5,2,0,3.1 Aana,15 Feet / Gravelled,15 Feet , Gravelled,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Sale In Kapan, Kathmandu","Nearby Aakashedhara, Kapan, Kathmandu",Kathmandu,17000000,7,4,2.5,0,3 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North West
"House For Sale In Balambu, Kathmandu","Balambu Hariyali, Balambu, Kathmandu",Kathmandu,15500000,7,3,3,0,3 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],South West
"House For Sale In Kadaghari, Kathmandu","Gandhi Adarsha H. S. School/College, Kadaghari, Kathmandu",Kathmandu,13200000,7,4,2,0,2.2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South
"House For Sale In Bafal, Kathmandu","sitapaila, Bafal, Kathmandu",Kathmandu,25500000,8,5,3.5,0,4.9 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Swimming Pool', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking']",North West
"House For Sale In Ravi Bhawan, Kathmandu","Ravi Bhawan, Ravi Bhawan, Kathmandu",Kathmandu,60000000,8,0,3,0,12 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Tank']",South
"House For Sale In Mandikatar, Kathmandu","Mandikatar Height, Mandikatar, Kathmandu",Kathmandu,51000000,8,0,3,5,8 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,"['Balcony', 'Garden', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Budhanilkantha, Kathmandu","Rudhreshwor Chowk, Budhanilkantha, Kathmandu",Kathmandu,47500000,8,0,3,4,8 Aana,16 Feet / Gravelled,16 Feet , Gravelled,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"373 Pachali Marg : Land For Sale In Teku, Kathmandu","373 Pachali Marg, Teku, Kathmandu",Kathmandu,45000000,8,0,4,0,12 Aana,9 Meter / Blacktopped,9 Meter , Blacktopped,"['Drainage', 'Water Supply', 'Water Tank']",North West
"House For Sale In Tahachal, Kathmandu","Tahachal, Kathmandu, Tahachal, Kathmandu",Kathmandu,40000000,8,0,2.5,0,6.1 Aana,20 Feet / Paved,20 Feet , Paved,[],North
"House For Sale In Balaju, Kathmandu","Machha Pokhari, Balaju, Kathmandu",Kathmandu,38000000,8,0,3,0,8 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],South East
"House For Sale In Banasthali, Kathmandu","Dhunge Dhara, Radha Krisna Mandir, Banasthali, Kathmandu",Kathmandu,19000000,8,0,3,0,3.98 Aana,10 Feet / Blacktopped,10 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank', 'Water Well', 'Parking', 'Store Room']",North
"House For Sale In Naikap, Kathmandu","Naikap, Naikap, Kathmandu",Kathmandu,18500000,8,0,2.5,0,4.3 Aana,12 Feet,12 Feet,,[],East
"House For Sale In Gothatar, Kathmandu","Mantar Chowk, Gothatar, Kathmandu",Kathmandu,14000000,8,0,3,0,2.2 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],East
"House For Sale In Chabahil, Kathmandu","Malpot Office, Chabahil, Kathmandu",Kathmandu,38000000,9,0,2,0,8 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,[],North
"House For Sale In Budhanilkantha, Kathmandu","Nearby Dhumbarai Chowk., Budhanilkantha, Kathmandu",Kathmandu,21000000,9,0,3,0,3.5 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Bhangal, Kathmandu","Sundarbasti, Bhangal, Kathmandu",Kathmandu,18200000,9,0,3,3,3.1 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",West
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,38000000,10,0,2,3,7 Aana,10 Feet,10 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Samakhusi, Kathmandu","Samakhusi, Samakhusi, Kathmandu",Kathmandu,34500000,8,0,3,0,4.2 Aana,6 Meter,6 Meter,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South East
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,31800000,8,0,3,0,5.1 Aana,14 Feet / Blacktopped,14 Feet , Blacktopped,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",South
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,29900000,6,0,3,3,4.1 Aana,0 Feet,0 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Budhanilkantha, Kathmandu","Nearby Hattigauda, Budhanilkantha, Kathmandu",Kathmandu,29800000,7,0,3,3,6 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",North
"House For Sale In Budhanilkantha, Kathmandu","Budhanilkantha, Budhanilkantha, Kathmandu",Kathmandu,22000000,6,0,3,0,5 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,[],West
"House For Sale In Budhanilkantha, Kathmandu","Nearby Chapali Home, Budhanilkantha, Kathmandu",Kathmandu,16800000,4,0,3,0,3 Aana,13 Feet,13 Feet,,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,45000000,8,0,3,0,13 Aana,14 Feet,14 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Basundhara, Kathmandu","Basundhara, Basundhara, Kathmandu",Kathmandu,42000000,8,0,2,0,7 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,[],West
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,33000000,5,0,3,0,5 Aana,15 Feet,15 Feet,,"['Balcony', 'TV Cable', 'Washing Machine', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South East
"House For Sale In Samakhusi, Kathmandu","Near Ranibari, Samakhusi, Kathmandu",Kathmandu,30000000,4,0,4,2,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Lawn', 'Garage', 'Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply']",South
"House For Sale In Sukedhara, Kathmandu","Near Hemshospital, Sukedhara, Kathmandu",Kathmandu,29800000,5,0,2.5,0,5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['Balcony', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Internet', 'Parking', 'Store Room']",West
"House For Sale In Kapan, Kathmandu","Valley Public H.S. School, Kapan, Kathmandu",Kathmandu,25500000,5,0,3,0,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],South
"House For Sale In Kadaghari, Kathmandu","Hattidada Gothatar 9, Kadaghari, Kathmandu",Kathmandu,22000000,5,0,2,0,5 Aana,15 Feet / Gravelled,15 Feet , Gravelled,[],South
"House For Sale In Kapan, Kathmandu","Aakaashe Dhara, Kapan, Kathmandu",Kathmandu,20400000,4,0,3,4,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Sitapaila, Kathmandu",Kathmandu,15000000,3,0,3,0,4.5 Aana,20 Feet,20 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Water Supply', 'Water Tank']",East
"House For Sale In Balkhu, Kathmandu","Trishakti Petrol Pump, Balkhu, Kathmandu",Kathmandu,60000000,12,0,4,0,5.1 Aana,0 Feet,0 Feet,,[],East
"House For Sale In Dhumbarahi, Kathmandu","Dhumbarahi, Dhumbarahi, Kathmandu",Kathmandu,40000000,7,0,4,4,7 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South
"House For Sale In Kirtipur, Kathmandu","Tyanglaphat, Kirtipur, Kathmandu",Kathmandu,33000000,8,0,2,0,5.50 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],West
"House For Sale In Budhanilkantha, Kathmandu","Jyotinagar, Budhanilkantha, Kathmandu",Kathmandu,17700000,6,0,4,0,3.5 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",North East
"House For Sale In Maharajgunj, Kathmandu","Maharajgunj, Maharajgunj, Kathmandu",Kathmandu,70000000,13,0,4.5,0,13 Aana,14 Feet / Gravelled,14 Feet , Gravelled,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South
"House For Sale In Budhanilkantha, Kathmandu","Bhangal, Budhanilkantha, Kathmandu",Kathmandu,26200000,6,0,2,0,5.5 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],North
"House For Sale In Kapan, Kathmandu","Ramhity Pragati Chowk, Kapan, Kathmandu",Kathmandu,29000000,5,0,4,0,4.6 Aana,32 Feet / Gravelled,32 Feet , Gravelled,[],East
"Urgent Sale 8 Aana Land At Gaushala : Land For Sale In Gaushala, Kathmandu","Gaushala, Gaushala, Kathmandu",Kathmandu,8500000,2,1,3,0,3.1 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],North
"House For Sale In Tokha, Kathmandu","Tokha, Tokha, Kathmandu",Kathmandu,13000000,2,1,2.5,0,4 Aana,15 Feet / Soil Stabilized,15 Feet , Soil Stabilized,"['TV Cable', 'Wifi', 'Water Supply', 'Water Tank']",West
"New Ghar Bikarima Kapan Ekatabasti : House For Sale In Budhanilkantha, Kathmandu","Kapan, Budhanilkantha, Kathmandu",Kathmandu,12800000,2,1,1,2,3.2 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['Water Supply', 'Garden', 'Modular Kitchen', 'TV Cable', 'Water Tank']",South East
"House For Sale In Tokha, Kathmandu","Nearby, Grandy Hospital, Tokha, Kathmandu",Kathmandu,11500000,2,1,1,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['TV Cable', 'Water Supply', 'Water Tank']",East
"1 Floor House On Sale In Sychataar Kalanki : House For Sale In Tarakeshwar, Kathmandu","Sychataar, Tarakeshwar, Kathmandu",Kathmandu,11500000,2,1,1,1,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,"['TV Cable', 'Solar Water', 'Water Tank', 'Water Well', 'Washing Machine']",West
"Kapan House For Sale.. : House For Sale In Kapan, Kathmandu","Kapan, Budanilkantha-11, Kapan, Kathmandu",Kathmandu,10600000,2,1,1,1,3 Aana,10 Feet,10 Feet,,"['Garage', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",South East
"House For Sale In Kapan, Kathmandu","Kapan, Kapan, Kathmandu",Kathmandu,10500000,2,1,1,2,3.5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,[],South East
"1 Storey House On Sale At Makalbari : House For Sale In Makalbari, Kathmandu","Makalbari, Makalbari, Kathmandu",Kathmandu,10500000,2,1,1,1,3.2 Aana,12 Feet / Gravelled,12 Feet , Gravelled,"['Garage', 'Backyard', 'Deck', 'Frontyard', 'Modular Kitchen', 'TV Cable', 'Drainage', 'Water Supply', 'Water Well']",North East
"House Sale In Lolang Height : House For Sale In Kavresthali, Kathmandu","Lonag height, Kavresthali, Kathmandu",Kathmandu,10500000,2,1,2.5,0,4 Aana,10 Feet,10 Feet,,[],South
"House For Sale In Gurujudhara, Kathmandu","Gurujudhara, Gurujudhara, Kathmandu",Kathmandu,8500000,2,1,1,1,3.1 Aana,10 Feet / Gravelled,10 Feet , Gravelled,"['TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"Commercial : Land For Sale In Gaurighat, Kathmandu","Nearby Hilary School., Gaurighat, Kathmandu",Kathmandu,8000000,2,1,2.5,0,2.1 Aana,11 Meter / Blacktopped,11 Meter , Blacktopped,"['Drainage', 'Water Supply', 'Parking', 'Security Staff']",North East
"House : House For Sale In Kadaghari, Kathmandu","Kadaghari.pepsicola, Kadaghari, Kathmandu",Kathmandu,12500000,3,1,1,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South East
"House For Sale In Kadaghari, Kathmandu","Kadaghari, Kadaghari, Kathmandu",Kathmandu,9500000,3,1,1,1.5,2.2 Aana,4 Feet / Soil Stabilized,4 Feet , Soil Stabilized,[],West
"1.5 Storey House On Sale At Matairtha : House For Sale In Chandragiri, Kathmandu","matatirtha, Chandragiri, Kathmandu",Kathmandu,9500000,3,1,2,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,[],South East
"House For Sale In Budhanilkantha, Kathmandu","Narayanthan Tusal , Bisnumati pool, Budhanilkantha, Kathmandu",Kathmandu,11000000,4,2,3,1,3.2 Aana,15 Feet,15 Feet,,"['Frontyard', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well']",East
"Land For Sale In Balkhu, Kathmandu","Balkhu, Balkhu, Kathmandu",Kathmandu,7500000,2,2,2,0,1.4 Aana,20 Feet,20 Feet,,[],North East
"House For Sale In Pasikot, Kathmandu","chyasingdol, Pasikot, Kathmandu",Kathmandu,32000000,2,2,2.5,0,10 Aana,20 Feet,20 Feet,,[],West
"Budhanilkantha Mandir 1 Floor Home : House For Sale In Budhanilkantha, Kathmandu","Na, Budhanilkantha, Kathmandu",Kathmandu,15000000,2,2,1,1,5 Aana,12 Feet / Gravelled,12 Feet , Gravelled,['Parking'],East
"Mandikatar 1 Floor Home : House For Sale In Mandikatar, Kathmandu","Na, Mandikatar, Kathmandu",Kathmandu,14000000,2,2,1,1,3.1 Aana,13 Feet / Gravelled,13 Feet , Gravelled,['Parking'],West
"House For Sale In Jorpati, Kathmandu","Jorpati, Jorpati, Kathmandu",Kathmandu,11400000,2,2,1,1,3 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",West
"Land With Old House On Sale, Dhumbarahi Main Road Near Investment Bank : Land For Sale In Dhumbarahi, Kathmandu","Dhumbarahi Main Road, Dhumbarahi, Kathmandu",Kathmandu,7500000,2,2,2,0,5.1 Aana,45 Feet / Blacktopped,45 Feet , Blacktopped,[],West
"40 Anna Commercial Land For Sale At Nardevi Basantapur, New Road : Land For Sale In Basantapur, Kathmandu","West Of Nardevi Temple At Nardevi, Basantapur, New Road., Basantapur, Kathmandu",Kathmandu,7500000,2,2,3,0,4 Aana,15 Feet / Blacktopped,15 Feet , Blacktopped,[],West
"House Sale In Raniban : House For Sale In Raniban, Kathmandu","Raniban, Raniban, Kathmandu",Kathmandu,120000000,3,2,2.5,0,18 Aana,20 Feet,20 Feet,,[],East
"House For Sale At Civil Homes : House For Sale In Balkhu, Kathmandu","Tinthana, Balkhu, Kathmandu",Kathmandu,23000000,3,2,3,3,5.6 Aana,20 Feet,20 Feet,,"['Lawn', 'Garage', 'Air Condition', 'Backyard', 'Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'Water Tank', 'Internet', 'Parking', 'Store Room']",East
"House For Sale In Sukedhara, Kathmandu","Sukedhara, Sukedhara, Kathmandu",Kathmandu,19000000,3,2,2,0,3.1 Aana,24 Feet / Blacktopped,24 Feet , Blacktopped,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank']",East
"Beautiful House Is On Sale At Tarkeshwor, Kathmndu : House For Sale In Tarkeshwor, Kathmandu","Tarkeshwor, Tarkeshwor, Kathmandu",Kathmandu,17000000,3,2,3,1,3.1 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,['Parking'],West
"House For Sale In Kalanki, Kathmandu","Kalanki, Kalanki, Kathmandu",Kathmandu,13500000,3,2,3,1,3.11 Aana,12 Feet,12 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",West
"Sun City : Apartment For Sale In Pepsicola, Kathmandu","Pepsicola, Pepsicola, Kathmandu",Kathmandu,11000000,3,2,6,1,3.3 Aana,20 Feet,20 Feet,,"['Backyard', 'Balcony', 'Frontyard', 'Garden', 'Modular Kitchen', 'Swimming Pool', 'Drainage', 'Water Supply']",West
"Land On Sale At Gairidhara Kathmandu : Land For Sale In Gairidhara, Kathmandu","Gairidhara Road, Gairidhara, Kathmandu",Kathmandu,10000000,3,2,1,1.5,4 Aana,13 Feet / Blacktopped,13 Feet , Blacktopped,[],North East
"Maligaon Commercial 12 Ana : Land For Sale In Maligaon, Kathmandu","Man, Maligaon, Kathmandu",Kathmandu,9500000,3,2,2.5,0,12 Aana,25 Feet,25 Feet,,[],North
"Bafal Home On Sale. : House For Sale In Bafal, Kathmandu","Bafal, Bafal, Kathmandu",Kathmandu,13500000,4,2,4,0,2.2 Aana,12 Feet,12 Feet,,[],West
"House Sale In Chaysingdol : House For Sale In Pasikot, Kathmandu","Chyasingdol, Pasikot, Kathmandu",Kathmandu,36000000,4,2,2,0,7.3 Aana,20 Feet,20 Feet,,[],East
"House For Sale In Swayambhu, Kathmandu","Kimdol, Swayambhu, Kathmandu",Kathmandu,21000000,4,2,2,2,3.1 Aana,18 Feet,18 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",East
"House For Sale In Sitapaila, Kathmandu","Ichadol, Sitapaila, Kathmandu",Kathmandu,20000000,4,2,3,0,5 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Solar Water', 'Water Tank']",South
"House For Sale In Sitapaila, Kathmandu","Sitapaila, Dada Pauwa, Sitapaila, Kathmandu",Kathmandu,18000000,4,2,2.5,2,3.2 Aana,13 Feet,13 Feet,,['Water Supply'],East
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,17500000,4,2,3,0,5 Aana,20 Feet,20 Feet,,[],East
"2storey House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","solti dobato, Ramkot, Kathmandu",Kathmandu,15500000,4,2,2,1,4 Aana,0 Feet,0 Feet,,[],South
"House On Sale At Green Viallage Society , Ramkot : House For Sale In Ramkot, Kathmandu","ramkot, Ramkot, Kathmandu",Kathmandu,15500000,4,2,2,1,4 Aana,20 Feet,20 Feet,,[],South
"4BHK Apartment In Sale- 1340 Sq Feet. : Apartment For Sale In Pepsicola, Kathmandu","Suncity, Pepsicola, Pepsicola, Kathmandu",Kathmandu,15200000,4,2,3,1,4 Aana,20 Feet / Blacktopped,20 Feet , Blacktopped,"['Lawn', 'Garden', 'Gym', 'TV Cable', 'Wifi', 'Water Supply', 'CCTV', 'Electricity Backup', 'Maintenance', 'Security Staff', 'Parking', 'Lift', 'Swimming Pool', 'Intercom']",East
"House For Sale In Syuchatar, Kathmandu","Green Village Society, Syuchatar, Kathmandu",Kathmandu,15000000,4,2,1.5,1,4.3 Aana,18 Feet / Concrete,18 Feet , Concrete,"['Balcony', 'Fencing', 'Frontyard', 'Garden', 'Modular Kitchen', 'TV Cable', 'Wifi', 'Drainage', 'Water Supply', 'Water Tank', 'Water Well', 'Electricity Backup', 'Internet', 'Parking', 'Security Staff', 'Store Room']",East
"House For Sale In Tokha, Kathmandu","Bhutkhel Park, Tokha, Kathmandu",Kathmandu,14200000,4,2,2,0,3.1 Aana,13 Feet,13 Feet,,"['Balcony', 'TV Cable', 'Drainage', 'Water Supply', 'Water Tank']",South
"1.5 Talle Ghar Near Grande Tower : House For Sale In Tokha, Kathmandu","Tokha, Kathmandu, Tokha, Kathmandu",Kathmandu,13200000,4,2,1.5,1,3.5 Aana,13 Feet / Gravelled,13 Feet , Gravelled,"['Water Supply', 'Drainage', 'Parking', 'Water Tank', 'Garden']",West
"House For Sale In Swayambhu, Kathmandu","Halchowk, Swayambhu, Kathmandu",Kathmandu,13000000,4,2,3,0,4.8 Aana,16 Feet,16 Feet,,[],East
